X	col0_fb1	col0_fb2	col0_leaf1	col0_leaf2	d234_fb1	d234_fb2
AT3G33131	0	0	0	0	0	0
AT3G33133	0	0	0	0	0	0
AT3G33136	0	0	0	0	0.02	0
AT3G33139	0	0	0	0	0	0
AT3G33142	0	0	0	0	0	0
AT3G33145	0	0	0	0	0	0
AT3G33148	0	0	0	0	0	0
AT3G33151	0	0	0	0	0	0
AT3G33154	0	0	0	0	0	0.02
AT3G33157	0	0	0	0	0	0
AT3G33160	0	0	0	0	0	0
AT3G33163	0	0	0	0	0	0
AT3G33166	0	0	0	0	0	0
AT3G33169	0	0	0	0	0.03	0
AT3G33172	0	0	0	0	0	0
AT3G33175	0	0	0	0	0	0
AT3G33178	0	0	0	0	0	0
AT3G33181	0	0	0	0	0	0
AT3G33185	0	0	0	0	0	0
AT3G33187	0	0	0	0	0	0
AT3G33189	0	0	0	0.14	0	0
AT3G33193	0	0	0	0	0	0
AT3G33197	0.04	0	0	0	0	0
AT3G33201	0	0	0	0	0	0
AT3G33205	0	0	0	0	0	0
AT3G33215	0.11	0	0	0	0	0
AT3G33225	0	0	0	0	0	0
AT3G33230	0	0	0	0	0	0
AT3G33235	0	0.15	0	0	0.08	0.06
AT3G33293	0	0	0	0	0	0
AT3G33377	0	0.07	0	0	0.16	0
AT3G33393	0	0	0	0	0	0
AT3G33448	0	0	0	0	0	0
AT3G33494	0	0	0	0	0	0
AT3G33520	7.9	10.9	7.97	6.36	12.33	13.7
AT3G33528	0.48	0	0.18	0.29	1.09	1.19
AT3G33530	9.08	11.29	5.76	4.82	8.44	9.04
AT3G33537	0	0.03	0	0	0	0
AT3G33545	0	0	0	0	0	0
AT3G33555	0	0	0	0	0	0
AT3G33565	0	0	0	0	0	0
AT3G33570	0	0	0	0	0	0
AT3G33572	0	0	0	0	0	0
AT3G33575	0	0	0	0	0	0
AT3G33585	0	0	0	0	0	0
AT3G33595	0	0	0	0	0	0
AT3G34299	0.15	0	0	0	0	0.21
AT3G35003	0	0	0	0	0	0
AT3G35707	0	0	0	0	0	0
AT3G36411	0	0	0	0	0	0
AT3G36659	5.61	7.41	0.34	0.24	2.18	2.24
AT3G37820	0	0	0	0	0	0
AT3G38525	0	0	0	0	0	0
AT3G39230	0	0	0	0	0	0
AT3G39935	0	0	0	0	0	0
AT3G40640	0	0	0	0	0	0
AT3G41345	0	0	0	0	0	0
AT3G41761	0	0	0	0	0	0
AT3G41762	67.72	48.13	14.34	28.69	14.12	8.8
AT3G41768	73822.6	41948.16	19091.08	36050.67	40516	19026.75
AT3G41979	28185.05	15574.1	3936.8	7730.35	17461.45	6920.14
AT3G42047	0	0	0	0	0	0
AT3G42050	56.47	69.99	72.16	69.13	77.03	90.43
AT3G42052	0.88	1.73	0.8	1.43	1.81	1.92
AT3G42054	0	0	0	0	0	0
AT3G42057	0	0	0	0	0	0
AT3G42060	0.06	0	0	0	0	0
AT3G42065	0	0	0	0	0	0.04
AT3G42070	0	0	0	0	0	0
AT3G42075	0.48	0.27	0	0	0.21	0
AT3G42080	0	0	0	0	0	0
AT3G42083	0	0	0	0	0	0
AT3G42086	0	0	0	0	0	0
AT3G42090	0	0	0	0	0	0
AT3G42100	0	0	0	0	0.02	0.02
AT3G42110	0	0	0	0	0.08	0
AT3G42115	0	0	0	0	0	0
AT3G42120	0	0	0	0	0	0
AT3G42130	0	0	0	0	0	0
AT3G42140	0	0.17	0	0	0	0
AT3G42148	0	0	0	0	0	0
AT3G42150	17.72	26.82	17.36	15.96	37.9	41.99
AT3G42153	0	0	0	0	0	0
AT3G42155	0	0	0	0	0	0
AT3G42160	0	0	0	0	0.27	0
AT3G42170	16.68	23.08	10.62	5.31	24.8	28.35
AT3G42174	0	0.03	0	0	0	0
AT3G42178	0.02	0.02	0	0	0	0
AT3G42179	0	0	0	0	0	0
AT3G42180	0	0.28	0.11	0.11	0.57	0.4
AT3G42181	0	0	0	0	0	0
AT3G42182	0.03	0	0	0	0	0
AT3G42186	0	0	0	0	0	0
AT3G42190	0	0	0	0	0	0.04
AT3G42200	0	0	0	0	0	0
AT3G42203	0	0	0	0	0	0
AT3G42206	0	0	0	0	0	0
AT3G42220	0	0	0	0	0	0
AT3G42230	0	0	0	0	0	0
AT3G42233	0	0	0	0	0	0
AT3G42236	0	0	0	0	0	0
AT3G42240	0	0	0	0	0	0
AT3G42245	0	0	0	0	0	0
AT3G42250	0	0	0	0	0	0
AT3G42251	0	0	0	0	0	0
AT3G42252	0	0	0	0	0	0
AT3G42253	0	0	0	0	0	0
AT3G42254	0	0	0	0	0	0
AT3G42255	0	0	0	0	0	0
AT3G42256	0	0	0	0	0	0
AT3G42257	0	0	0	0	0	0
AT3G42258	0	0	0	0	0	0
AT3G42260	0	0	0	0	0	0
AT3G42270	0	0	0	0	0.03	0
AT3G42280	0	0	0	0	0	0
AT3G42290	0	0	0	0	0	0
AT3G42300	0	0	0	0	0	0
AT3G42305	0	0	0	0	0	0
AT3G42310	0	0	0	0	0	0
AT3G42313	0	0	0	0	0	0
AT3G42316	0	0	0	0	0	0
AT3G42320	0	0	0	0	0	0
AT3G42330	0	0	0	0	0	0
AT3G42340	0	0	0	0	0	0
AT3G42350	0	0	0	0	0	0
AT3G42353	0	0	0	0	0	0
AT3G42356	0	0	0	0	0	0
AT3G42360	0	0	0	0	0	0
AT3G42383	0	0	0	0	0	0
AT3G42386	0	0	0	0	0	0
AT3G42390	0	0	0	0	0	0
AT3G42400	0	0	0	0	0	0
AT3G42410	0	0	0	0	0	0
AT3G42420	0	0	0	0	0	0
AT3G42430	0	0	0	0	0	0
AT3G42431	0	0	0	0	0.01	0
AT3G42432	0	0	0	0	0	0
AT3G42433	0	0	0	0	0	0.08
AT3G42434	0	0	0	0	0	0
AT3G42436	0	0	0	0	0	0
AT3G42438	0	0	0	0	0	0
AT3G42440	0	0	0	0	0	0
AT3G42445	0	0	0.07	0	0	0
AT3G42450	3.29	3.92	0	0	2.19	3.41
AT3G42460	0	0	0	0	0	0
AT3G42466	0	0	0	0	0.14	0
AT3G42470	0	0	0	0	0	0
AT3G42471	0	0	0	0	0	0
AT3G42472	0	0	0	0	0	0
AT3G42473	0.43	0.83	0	0	0.32	0.82
AT3G42474	0	0	0	0	0	0
AT3G42476	0	0	0	0	0	0
AT3G42478	0	0.05	0	0	0	0
AT3G42480	0	0	0	0	0	0
AT3G42490	0	0.18	0	0	0	0
AT3G42500	0	0	0	0	0	0
AT3G42510	0	0.42	0	0	0	0.28
AT3G42520	0.37	3.64	0	0	1.14	2.89
AT3G42530	0	0	0	0	0	0
AT3G42535	0	0	0	0	0	0
AT3G42540	0	0	0	0	0	0
AT3G42542	0	0	0	0	0	0
AT3G42545	0	0	0	0	0	0
AT3G42550	0	0	0	0	0	0
AT3G42553	0	0	0	0	0	0
AT3G42556	0	0	0	0	0	0
AT3G42557	0	0	0	0	0	0
AT3G42560	0	0	0	0	0	0
AT3G42565	0	0	0	0	0	0
AT3G42570	0	0	0	0	0	0
AT3G42580	0	0	0	0	0	0
AT3G42590	0	0	0	0	0	0
AT3G42600	0	0	0	0	0	0
AT3G42610	0	0	0	0	0	0
AT3G42620	0	0	0	0	0	0
AT3G42621	0	0	0	0	0	0
AT3G42622	0.03	0	0.03	0	0	0
AT3G42624	0	0	0	0	0	0
AT3G42626	0	0	0	0	0	0
AT3G42628	0	0	0	0	0	0
AT3G42630	4.71	4.7	3.52	2.7	7.21	7.61
AT3G42640	32.27	40.97	1.74	0.92	12.58	19.48
AT3G42645	0	0	0	0	0.02	0
AT3G42646	0	0	0	0	0	0
AT3G42650	0	0	0	0	0	0
AT3G42653	0	0	0	0	0	0
AT3G42656	0	0	0	0	0	0
AT3G42658	1.66	3.57	0.55	0	1.21	1.31
AT3G42660	3.03	5.08	0.91	1.13	5.54	5.88
AT3G42670	1.26	1.81	0.51	0.33	3.03	3.14
AT3G42680	0	0	0	0	0	0
AT3G42690	0	0	0	0	0	0
AT3G42700	0	0	0	0	0	0
AT3G42710	0	0	0	0	0	0
AT3G42711	0	0	0	0	0	0
AT3G42712	0	0	0	0	0	0.04
AT3G42713	0	0	0	0	0	0
AT3G42714	0	0	0	0	0	0
AT3G42715	0	0.05	0	0	0.04	0
AT3G42716	0	0	0	0	0	0.09
AT3G42717	0	0.02	0	0	0.07	0
AT3G42718	0	0	0	0	0	0
AT3G42719	0	0	0.51	0	0	0
AT3G42720	0	0	0	0	0	0
AT3G42721	0	0	0	0	0	0
AT3G42722	0	0	0	0	0	0
AT3G42723	0	0	0	0	0	0
AT3G42724	0	0	0	0	0	0
AT3G42725	1.09	2.73	1.13	0	3.51	2.71
AT3G42726	0	0	0	0	0	0
AT3G42727	0	0	0	0	0.05	0.04
AT3G42730	0	0	0	0	0.01	0
AT3G42740	0	0	0	0	0	0
AT3G42750	0	0	0	0	0	0
AT3G42760	0	0	0	0	0	0
AT3G42763	0	0	0	0	0	0
AT3G42766	0	0	0	0	0	0
AT3G42770	0	0	0	0	0	0
AT3G42780	0	0	0	0	0	0
AT3G42783	0	0	0	0	0	0
AT3G42786	0	0	0	0	0	0
AT3G42790	44.53	64.86	42.65	37.37	88.58	90.77
AT3G42791	0	0	0	0	0.03	0
AT3G42792	0	0	0	0	0	0
AT3G42794	0	0	0	0	0.06	0
AT3G42796	0	0	0	0	0	0
AT3G42798	0	0	0	0	0	0
AT3G42800	0.08	0.17	0.4	0	0.07	0.22
AT3G42803	0	0	0	0	0	0
AT3G42806	0.99	1.75	0.78	1.44	1.73	1.44
AT3G42810	0	0.34	0	0	0	0
AT3G42820	0	0	0	0	0.04	0
AT3G42830	0	0	0	0	0	0
AT3G42835	0	0	0	0	0.48	0
AT3G42836	0	0	0	0	0.04	0
AT3G42837	0	0	0	0	0	0
AT3G42850	2.25	3.73	0	0.05	2.69	6.35
AT3G42860	0.72	1.6	0.9	1.38	2.63	2.56
AT3G42870	0	0	0	0	0	0
AT3G42875	0	0	0	0	0	0
AT3G42880	2.91	2.33	0	0	1.28	1.15
AT3G42883	0	0	0	0	0	0.05
AT3G42886	0	0	0	0	0.03	0
AT3G42890	0	0	0	0	0	0
AT3G42900	0	0	0	0	0	0
AT3G42910	0	0	0	0	0	0
AT3G42913	0	0	0	0	0	0
AT3G42916	0	0	0	0	0.05	0
AT3G42920	0	0	0	0	0	0
AT3G42922	0	0	0	0	0	0.19
AT3G42924	0	0	0	0	0	0
AT3G42927	0	0	0	0	0	0
AT3G42930	0	0	0	0	0	0
AT3G42935	0	0	0	0	0	0
AT3G42940	0	0	0	0	0	0
AT3G42945	0	0	0	0	0.04	0
AT3G42950	4.69	7.33	2.29	2.37	10.21	15.01
AT3G42960	5.48	10.97	0	0	14.94	18.66
AT3G42980	0	0	0	0	0	0
AT3G42990	0	0	0	0	0	0
AT3G42993	0	0	0	0	0	0
AT3G42995	0	0	0	0	0	0
AT3G42996	0	0	0	0	0	0
AT3G43000	0	0	0	0	0	0
AT3G43005	0	0	0	0	0	0
AT3G43020	0.02	0	0	0	0	0
AT3G43025	0	0	0	0	0	0
AT3G43040	0	0	0	0	0	0
AT3G43050	0	0	0	0	0	0
AT3G43060	0	0	0	0	0	0
AT3G43070	0.06	0	0	0	0	0.04
AT3G43080	0.31	0.28	0	0	0.15	0.3
AT3G43083	6.96	4.76	0	0	4.96	17.65
AT3G43090	0	0	0	0	0	0
AT3G43095	0	0	0	0	0	0
AT3G43100	0	0	0	0	0	0
AT3G43110	2.91	4.93	0	0.34	1.93	2.76
AT3G43120	10.19	14.28	0.12	0.12	3.74	6.64
AT3G43123	0	0	0	0	0	0
AT3G43126	0	0	0	0	0	0
AT3G43128	0	0	0	0	0	0
AT3G43130	0	0	0	0	0	0
AT3G43140	0	0	0	0	0	0
AT3G43141	0	0	0	0	0	0
AT3G43142	0	0	0	0	0	0
AT3G43144	0	0	0	0	0	0
AT3G43146	0	0.06	0	0	0	0
AT3G43147	0	0.24	0	0	0	0
AT3G43148	0	0	0	0	0	0
AT3G43150	0	0	0	0	0	0
AT3G43151	0	0	0	0	0	0
AT3G43152	0	0	0	0	0	0
AT3G43153	0	0	0	0	0	0
AT3G43154	0	0	0	0	0	0
AT3G43156	0	0	0	0	0	0
AT3G43157	0	0	0	0	0	0
AT3G43158	0	0	0	0	0	0
AT3G43160	0	0	0	0	0	0
AT3G43170	0	0	0	0	0	0
AT3G43175	0	0	0	0	0	0
AT3G43180	0	0	0	0	0	0
AT3G43190	0	0	0	0	0	0
AT3G43200	0	0	0	0	0	0
AT3G43205	0	0	0	0	0	0
AT3G43210	1.69	2.85	0.6	0.56	3.55	4
AT3G43220	4.15	6.99	5.5	6	7.27	7.51
AT3G43230	10.5	12.17	19.74	15.28	15.41	20.1
AT3G43240	7.53	7.99	4.29	4.88	9.27	9.81
AT3G43250	0.13	0	0	2.07	0.11	0.09
AT3G43251	0	0	0	0	0	0
AT3G43260	0	0	0	0	0	0
AT3G43270	6.78	11.61	4.28	10.6	8.8	13.67
AT3G43280	0	0	0	0	0	0
AT3G43290	0	0	0	0	0	0
AT3G43291	0.33	0.34	0	0	0	0.44
AT3G43300	6.01	8.96	7.48	5.94	8.8	9.75
AT3G43302	0	0	0	0	0	0
AT3G43303	0	0	0	0	0	0
AT3G43304	0.01	0	0	0	0	0.01
AT3G43307	0	0	0	0	0	0
AT3G43310	0	0	0	0	0	0
AT3G43315	0	0	0	0	0	0.03
AT3G43320	0	0	0	0	0	0
AT3G43330	0	0	0	0	0	0
AT3G43340	0	0	0	0	0	0
AT3G43350	0	0	0	0	0	0
AT3G43352	0	0	0	0	0	0
AT3G43355	0	0	0	0	0	0
AT3G43356	0	0	0	0	0	0
AT3G43357	0	0	0	0	0	0
AT3G43358	0	0	0	0	0	0
AT3G43359	0	0	0	0	0	0
AT3G43360	0	0	0	0	0	0
AT3G43370	0	0	0	0	0	0
AT3G43380	0	0	0	0	0	0
AT3G43390	0.11	0	0	0	0	0.03
AT3G43400	0	0	0	0	0	0
AT3G43410	0	0	0	0	0	0
AT3G43415	0	0	0	0	0	0
AT3G43420	0	0	0	0	0	0
AT3G43425	0	0	0	0	0	0
AT3G43430	2.36	3.3	0.17	0.89	2.35	3.36
AT3G43432	0	0	0	0	0	0
AT3G43433	0	0	0	0	0	0
AT3G43436	0	0	0	0	0	0.02
AT3G43440	6.94	11.94	7.52	6.9	11.4	11.87
AT3G43442	0	0	0	0	0	0
AT3G43444	0.03	0	0	0	0.02	0
AT3G43447	0	0	0	0	0	0
AT3G43450	0	0	0	0	0	0
AT3G43460	0	0	0	0	0	0
AT3G43470	0	0	0	0	0	0.06
AT3G43480	0	0	0	0	0	0
AT3G43485	0	0	0	0	0.05	0
AT3G43490	0	0	0	0	0	0
AT3G43500	0	0	0	0	0	0
AT3G43503	0	0	0	0	0	0
AT3G43505	0	0.38	0	0	0.3	1.02
AT3G43510	2.34	2.89	1.77	4.08	4.24	5.1
AT3G43520	33.35	41.93	29.75	33.09	43.9	45.07
AT3G43521	0	0	0	0	0	0
AT3G43522	0	0	0	0	0	0
AT3G43523	0	0	0	0	0	0
AT3G43524	0	0	0	0	0	0
AT3G43526	0	0	0.13	0	0	0
AT3G43528	0	0	0	0	0	0
AT3G43530	0	0.07	0	0	0	0
AT3G43540	10.46	15.1	23.4	15.49	20.48	22.58
AT3G43546	0	0	0	0	0	0.01
AT3G43550	0	0	0	0	0	0
AT3G43563	0	0	0	0	0	0
AT3G43566	0	0	0	0	0.07	0
AT3G43570	0	0	0	0	0	0
AT3G43571	0	0	0	0	0	0
AT3G43572	0	0	0	0	0	0
AT3G43573	0	0	0	0	0	0
AT3G43574	0	0	0	0	0	0
AT3G43575	0	0	0	0	0	0
AT3G43580	0.85	0.49	0.19	0.2	2.09	1.1
AT3G43583	0	0	0	0	0	0
AT3G43586	0	0	0	0	0	0
AT3G43590	6.05	7.63	2.99	5.9	9.97	11.47
AT3G43600	0.28	0.37	0.9	0.61	0.74	0.84
AT3G43610	3.06	4.81	2.96	1.61	5.04	5.74
AT3G43620	0	0	0	0	0	0
AT3G43622	0	0	0	0	0	0
AT3G43625	0	0	0	0	0	0
AT3G43630	0	0	0	0	0	0
AT3G43635	0	0	0	0	0	0
AT3G43640	0	0	0	0	0.07	0
AT3G43645	0	0	0	0	0	0
AT3G43650	0	0	0	0	0	0
AT3G43652	0.04	0	0	0	0	0
AT3G43654	0.03	0.03	0	0.07	0.02	0.07
AT3G43657	0	0	0	0	0	0
AT3G43660	0	0	0	0	0	0
AT3G43670	3.51	6.18	12.14	9.74	4.7	5.09
AT3G43675	0	0	0	0	0	0
AT3G43680	0	0	0	0	0	0
AT3G43681	0	0	0	0	0.04	0
AT3G43682	0	0	0	0	0	0
AT3G43684	0	0	0	0	0	0
AT3G43686	0	0	0	0	0	0
AT3G43688	0	0	0	0	0	0
AT3G43690	7.01	9.19	1.4	1.36	5.23	4.72
AT3G43700	2.68	5.57	3.83	1.59	5.69	6.51
AT3G43710	0	0	0.14	0	0	0.08
AT3G43715	0	0	1.34	0.47	0	0
AT3G43720	133.4	179.23	56.95	93.61	206.7	309.2
AT3G43723	0	0	0	0	0	0
AT3G43726	0	0	0	0	0	0
AT3G43730	0	0	0	0	0.2	0.14
AT3G43740	18.46	25.87	13.07	19.64	30.43	40.68
AT3G43750	0	0	0	0	0	0
AT3G43760	0	0	0	0	0	0
AT3G43770	0	0	0	0	0	0
AT3G43780	0	0	0	0	0	0
AT3G43790	0.39	0.83	1.74	0.84	0.34	0.72
AT3G43800	5.92	7.3	15.2	15.45	14.67	16.43
AT3G43810	63	108.18	40.56	46.97	133.32	144.99
AT3G43820	0	0	0	0	0	0
AT3G43825	0	0	0	0	0	0.04
AT3G43826	0	0	0	0	0	0
AT3G43828	0	0	0	0	0	0
AT3G43830	0.4	0.69	0	0	0.11	0.63
AT3G43832	0	0	0	0	0.4	0.34
AT3G43833	0.14	0.71	0	0	0.66	1.01
AT3G43835	0	0	0	0	0.02	0
AT3G43837	0	0	0	0	0.11	0
AT3G43840	0.74	0.94	0	0.46	2.52	2.07
AT3G43850	0.13	0.35	0.49	1.37	0.75	0.11
AT3G43860	26.3	32.75	0.76	0.15	9.49	13.22
AT3G43862	0	0	0	0	0	0
AT3G43863	0	0	0	0	0	0
AT3G43864	0	0	0	0	0	0
AT3G43867	0	0	0.03	0	0	0
AT3G43870	0	0	0	0	0	0
AT3G43880	0	0	0	0	0	0
AT3G43890	0	0	0	0	0	0
AT3G43910	0.51	0.51	0	0	0.59	0.33
AT3G43920	3.85	4.3	0.83	0.34	0.4	0.37
AT3G43930	0.58	0.84	0.18	0	0	0.1
AT3G43940	0	0	0	0	0	0
AT3G43950	0	0	0	0	0	0
AT3G43955	2.1	2.9	2.81	2.71	3.07	3.73
AT3G43960	8.4	10.27	0.43	0.46	12.53	15.41
AT3G43970	0	0	0	0	0	0
AT3G43980	88.66	132.47	27.15	78.18	186.15	214
AT3G43990	0.11	0	0	0	0	0
AT3G44000	0	0	0	0	0	0
AT3G44005	0	0	0	0	0	0
AT3G44006	0.2	0	0	0	0.16	0.13
AT3G44010	364.14	585.87	102.08	270.56	827.08	950.53
AT3G44020	9.54	17.7	32.41	18.06	25.12	26.27
AT3G44030	0	0	0	0	0	0
AT3G44035	0	0	0	0.07	0	0
AT3G44042	0.81	1.26	0	0	1.09	1.36
AT3G44045	0	0	0	0	0.19	0
AT3G44050	2.15	4.01	0.1	0.07	4.04	4.24
AT3G44060	0	0.31	0	0	0.08	0.07
AT3G44070	4.88	6.2	0	0	1.76	2.96
AT3G44080	0	0	0	0	0	0
AT3G44090	0	0	0	0	0	0
AT3G44093	0.05	0.06	0	0	0.04	0
AT3G44096	0	0.06	0	0	0	0
AT3G44100	39.87	59.47	36.17	47.71	99.28	105.94
AT3G44110	70.41	95.01	45.95	51.39	107.04	129.12
AT3G44115	0	0.56	0	0	0.66	0.25
AT3G44117	0	1.53	0	0	0	0.51
AT3G44120	0.12	0.23	0.25	0.25	0.13	0.14
AT3G44130	0	0	0	0	0	0
AT3G44140	0	0	0	0	0	0
AT3G44150	15.82	23.9	4.74	9.54	27.28	28.16
AT3G44160	6.14	6.77	7.38	5.01	6.72	7.87
AT3G44170	0	0	0	0	0	0
AT3G44175	0	0	0	0	0.12	0
AT3G44180	0	0	0	0	0	0
AT3G44190	3.86	6	6.55	6.33	6.25	8.96
AT3G44200	4.82	6.78	4.98	4.96	6.53	6.82
AT3G44205	0.11	0.45	0.8	0.35	0.31	0.29
AT3G44210	0	0	0	0	0	0
AT3G44212	0	0	0	0	0	0
AT3G44215	0	0	0	0	0	0.02
AT3G44220	0.72	2.49	0.73	0.16	2.23	3.39
AT3G44230	0.48	1.44	0	0	0.38	0.79
AT3G44235	0.25	0	0	0	0	0.16
AT3G44240	0	0	0	0	0	0
AT3G44245	0	0	0	0	0	0
AT3G44250	0.08	0.43	0	0	0.54	0.22
AT3G44260	0.57	1.99	17.79	12.36	2.49	2
AT3G44261	0	0	0	0	0	0
AT3G44262	0	0	0	0	0	0
AT3G44264	0.09	0	0	0	0	0
AT3G44265	0	0	0	0	0	0
AT3G44267	0	0	0	0	0	0
AT3G44270	0	0	0	0	0	0
AT3G44274	0	0	0	0	0	0
AT3G44280	11.17	15.95	15.31	14.73	17.65	26.13
AT3G44290	0.1	0	0	0	0.24	0.07
AT3G44300	0.17	0.53	0.21	2.68	0.14	0.51
AT3G44310	138.69	170.01	506.54	388.04	213.47	352.66
AT3G44320	2.57	3.65	1.03	1.2	2.31	5.11
AT3G44325	0	0	0	0	0	0
AT3G44326	0.2	0.62	0	0	0.24	0.4
AT3G44330	14.21	20.78	7.96	9.65	23.69	25.05
AT3G44340	6.94	9.14	4.59	6.98	7.59	8.75
AT3G44350	0	0	0.24	1	0	0
AT3G44370	1.72	3.44	3.73	3.16	3.65	3.59
AT3G44380	9.72	18.35	7.98	5.23	30.68	28.35
AT3G44390	0	0	0	0	0.53	0
AT3G44400	0.98	0.97	1.05	3.48	1.25	1.29
AT3G44405	0.47	0.82	0	0	1.43	1.66
AT3G44410	0.26	0.45	0	0.23	0.35	0.35
AT3G44420	1.39	3.87	2.85	1	4.75	5.45
AT3G44425	0	0	0	0	0	0
AT3G44428	0	0	0	0	0	0
AT3G44430	15.69	24.41	11.59	15.61	28.54	34.65
AT3G44435	0	2.63	1.08	0.28	3.79	11.73
AT3G44440	0	0.47	1.54	0	1.09	0.62
AT3G44444	0	0	0	0	0	0
AT3G44450	0.22	0.58	4.51	6.37	1.27	2.55
AT3G44460	0	0	0	0	0	0
AT3G44470	0	0	0	0	0	0
AT3G44480	4.22	5.2	9.03	8.39	5.86	6.91
AT3G44485	0	0	0	0	0.28	0
AT3G44490	0.47	0.46	0	0	1.33	0.82
AT3G44500	0	0.05	0	0	0	0
AT3G44510	0	0	0	0	0.08	0.13
AT3G44516	0	0	0	0	0	0
AT3G44530	0.98	1.86	1.45	1.1	2.28	1.97
AT3G44540	0	0	0	0.07	0	0.03
AT3G44550	0.15	0.16	0.35	2.44	0.04	0.14
AT3G44555	0.88	0	0	0	1.66	6.11
AT3G44560	0.07	0.07	0	0	0.12	0.05
AT3G44570	0.15	0.45	0.18	0.19	0.94	0.78
AT3G44580	0	0.12	0	0	0.09	0.46
AT3G44590	51.63	82.24	12.29	26.33	103.15	96.13
AT3G44600	7.19	10.99	5.11	4.68	11.76	12.32
AT3G44605	0	0	0	0	0	0
AT3G44610	7.45	9.78	3.29	1.51	10.38	14.75
AT3G44620	20.78	27.62	36.64	31.14	32.13	38.67
AT3G44630	3.62	5.37	6.9	10.05	7.17	6.3
AT3G44635	1.16	0	0	1.54	0	0
AT3G44640	0	0	0	0	0	0
AT3G44650	0	0	0	0	0	0
AT3G44660	0	0	0	0	0	0.31
AT3G44665	0	0	0.56	0	0.4	1.02
AT3G44670	1.9	3.52	4.73	5.49	4.51	5.32
AT3G44680	4.56	5.39	3.48	3.59	9.4	8.85
AT3G44690	0.51	0.94	0.38	0.37	0.82	1.05
AT3G44695	0	0	0	0	0.28	0
AT3G44700	0	0	0	0	0.47	0.13
AT3G44703	1.13	0.57	0	0	1.7	2.1
AT3G44704	1.46	0	0	0	0	0
AT3G44705	0.72	0.5	0	0	0.76	0.83
AT3G44710	0	0	0	0	0	0.1
AT3G44713	0.46	0.5	0.69	0.09	0.43	0.89
AT3G44716	2.53	4.27	1.13	1.64	5.51	5.77
AT3G44717	0	0	0	0	0	0
AT3G44718	0	0	0	0	0	0
AT3G44720	8.88	11.69	13.11	23.73	16.39	23.11
AT3G44730	0.43	0.92	0.25	0.45	0.61	0.79
AT3G44735	23.62	33.6	11.49	13.68	52.25	52.87
AT3G44740	2.92	5.04	2.54	3.72	4.92	5.98
AT3G44750	34.35	62.01	4.16	24.24	68.85	57.97
AT3G44753	0.96	1.23	0.15	0.69	0.78	1.19
AT3G44755	0	0	0.45	0	0.15	0.08
AT3G44757	0	0	0	0	0.24	0.61
AT3G44760	0.25	0.13	0	0	0.2	0.59
AT3G44763	0	4.97	0	0	0.68	1.77
AT3G44765	0.3	0.16	0	0	0.97	0.4
AT3G44766	0	0	0	0	0.68	0
AT3G44769	0	0	0	0	0	0
AT3G44770	0.78	1.29	0	0	0.73	1
AT3G44780	0	0	0	0	0	0
AT3G44785	0	0	0	0	0	0
AT3G44790	0.29	0.2	0	0	0.39	0.45
AT3G44793	0	0	0	0	0	0
AT3G44796	0	0	0	0	0	0
AT3G44798	4.51	8.77	12.73	4.66	12.46	17.32
AT3G44800	0	0.66	0	0.17	0.62	0.86
AT3G44805	0	0	0.44	0.47	0	0.12
AT3G44810	0	0	0	0	0	0
AT3G44820	0.46	0.36	1.54	1.3	1.04	1.49
AT3G44830	0	0	0	0	0	0
AT3G44840	0	0	0	0	0	0
AT3G44850	3.16	3.73	1.93	2.61	3.83	4.78
AT3G44860	0.45	1.66	7.7	33.34	1.79	1.12
AT3G44870	0	0	0	0	0	0
AT3G44880	15.9	16.52	43.45	37.76	18.27	23.42
AT3G44890	88.25	117.92	122.74	103.75	143.4	153.58
AT3G44900	0.09	0.14	0.17	0.24	0.07	0.09
AT3G44910	0	0	0	0	0	0
AT3G44920	0.27	0.58	0	0	0.11	0.15
AT3G44930	0	0.05	0	0	0.04	0.03
AT3G44935	0	0	0	0	0	0
AT3G44940	2.16	4.24	1.71	2.04	7.69	7.59
AT3G44950	0	0	0	0	0	0
AT3G44955	0	0	0	0	0	0
AT3G44960	1.14	2.49	0.86	0.23	2.03	1.86
AT3G44970	0	0.07	0.08	0.18	0.05	0
AT3G44980	0	0	0	0	0	0
AT3G44990	0	0.19	30.96	11.49	0	0
AT3G45000	0	0	0	0	0.19	0
AT3G45010	9.9	17.35	12.08	16.16	31.75	56.13
AT3G45020	5.51	6.54	2.48	5.43	12.24	11.21
AT3G45030	178.91	346.4	86.51	142.84	428	431.78
AT3G45040	4.66	6.31	9.93	10.8	6.98	9.42
AT3G45050	24.63	34.92	49.38	62.87	47.01	47.02
AT3G45060	0.84	0.75	1.13	25.67	1.33	2.19
AT3G45070	0	0	0	0	0	0
AT3G45080	0	0	0	0	0	0
AT3G45090	4.69	8.42	2.71	1.55	10.39	11.29
AT3G45093	0	0	0.5	0	0.7	0.3
AT3G45095	0.57	0.61	0	0.08	0.34	0.5
AT3G45100	4.72	6.56	3.59	3.37	7.13	9.76
AT3G45110	0	0	0	0	0.27	0
AT3G45120	0	0	0	0	0	0
AT3G45130	0.19	0.15	0.13	0.52	0.15	0.03
AT3G45140	187.88	208.2	113.7	124.16	195.14	301.75
AT3G45150	0	0	0	0	0.24	0
AT3G45160	1.29	1.13	11.19	7.67	3.98	5.17
AT3G45170	0	0	0	0	0.16	0
AT3G45180	0.45	4.41	0	0.51	5.32	4.24
